station_id,name,lat,lon,address,post_code,last_updated,extract_time
c630b3ee-ae0f-4406-bfd9-61d46cacaafc,Fischermätteli,46.940598,7.418738,Könizstrasse 73,3008,2024-03-14T23:56,2024-03-15T00:00
67c0e791-8bb7-42fe-bb5e-dc33551f3bd9,Schöneggweg,46.934704,7.4420357,Zinggstrasse 37,3007,2024-03-14T23:56,2024-03-15T00:00
ea54e243-248b-4f51-a6d9-570b689ceb15,Restaurant Dählhölzli,46.933647,7.448226,Tierparkweg 2,3005,2024-03-14T23:56,2024-03-15T00:00
71874e9c-0280-408c-91e7-7cb76be41913,Schenkstrasse,46.94588,7.41549,Huberstrasse 2,3008,2024-03-14T23:56,2024-03-15T00:00
8312a450-efb4-4873-97d1-c03e06714d90,Bahnhof Weissenbühl,46.936016,7.4300594,Südbahnhofstrasse 14b,3007,2024-03-14T23:56,2024-03-15T00:00
122779f4-6eb8-4909-ad43-39b8e9c9ef8b,Bärenpark,46.94787,7.4598937,Grosser-Muristalden 4,3006,2024-03-14T23:56,2024-03-15T00:00
a925b23c-2672-4ddc-a1aa-402e7ae4657b,Anshelmstrasse,46.938965,7.447628,Aegertenstrasse 49,3005,2024-03-14T23:56,2024-03-15T00:00
0343b4b9-6c9f-46c7-b93b-569df2a5eeb2,Bümpliz Post,46.941727,7.3930063,Keltenstrasse 106,3018,2024-03-14T23:56,2024-03-15T00:00
7ee3ec92-47fe-4e3a-8359-4a7496fee962,Cäcilienplatz,46.94167,7.42598,Brunnmattstrasse 55,3007,2024-03-14T23:56,2024-03-15T00:00
c2051a34-92e7-472f-b50d-baba0d92f0b5,Piazza Molino Nuovo,46.012253,8.955118,Piazza Molino Nuovo,6900,2024-03-14T23:56,2024-03-15T00:00
d4b26506-8511-46c2-86e9-d41b81c5cf8a,Aegerten,47.36894,8.523306,Erlachstrasse 3,8003,2024-03-14T23:56,2024-03-15T00:00
c03fa6a2-374d-484b-92f5-60260ed36b91,Hermann-Greulich-Strasse,47.378555,8.520168,Herman-Greulich-Strasse 56,8004,2024-03-14T23:56,2024-03-15T00:00
f3f3f85d-e598-4d4a-8fd6-c100115ca65c,Rigiplatz,47.384903,8.547904,Culmannstrasse 100,8006,2024-03-14T23:56,2024-03-15T00:00
358ff1bd-7484-4e8c-b5b5-2e5e07facdf5,Bahnhof Oerlikon Süd,47.411057,8.543768,Hofwiesenstrasse 369,8050,2024-03-14T23:56,2024-03-15T00:00
348a75cc-492d-4def-86e3-df296e4fb551,Max-Frisch-Platz,47.41273,8.544185,Jungholzstrasse 6,8050,2024-03-14T23:56,2024-03-15T00:00
