Objectid;Punktname;Rubrik;Kante;Nummer_nach;Id_opendata;V_coord;H_coord
575;Münsingen, Aeschistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li><li>167 Münsingen, Bahnhof</li></ul>";8571621;1190934.127;2609460.596
576;Münsingen, Aeschistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>167 Oberdiessbach Bahnhof</li></ul>";8571621;1190926.305;2609447.164
577;Münsingen, Allmendweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578970;1190717.317;2608756.495
578;Münsingen, Allmendweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578970;1190727.665;2608756.649
579;Münsingen, Au;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8580640;1191654.011;2608401.503
580;Münsingen, Au;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8580640;1191626.274;2608410.317
581;Münsingen, Bächle;Haltestelle;;"<ul style=""padding-left: 15px;""><li>168 Münsingen, Bahnhof</li></ul>";8502908;1192992.993;2610075.372
582;Münsingen, Bächle;Haltestelle;;"<ul style=""padding-left: 15px;""><li>168 Worb Dorf</li></ul>";8502908;1192993.968;2610088.136
583;Münsingen, Badi;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8579020;1190661.346;2608270.546
584;Münsingen, Bahnhof;Haltestelle;B;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>162 Münsingen, Bahnhof</li></ul>";8571620;1191295.045;2609236.286
585;Münsingen, Bahnhof;Haltestelle;C;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8571620;1191284.977;2609238.398
586;Münsingen, Bahnhof;Haltestelle;A;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li><li>161 Münsingen, Bahnhof</li></ul>";8571620;1191305.324;2609233.822
587;Münsingen, Bahnhof;Haltestelle;E;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>167 Oberdiessbach Bahnhof</li><li>168 Worb Dorf</li></ul>";8571620;1191264.982;2609242.975
588;Münsingen, Bahnhof;Haltestelle;D;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8571620;1191274.698;2609241.567
589;Münsingen, Bärenmatte;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li><li>168 Worb Dorf</li></ul>";8579068;1192005.342;2609410.606
590;Münsingen, Bärenstutz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li></ul>";8579069;1192178.863;2609632.55
591;Münsingen, Brückreuti;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578968;1190882.38;2608594.759
592;Münsingen, Brückreuti;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578968;1190882.275;2608585.043
593;Münsingen, Chäsi;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li></ul>";8579026;1191751.849;2609404.769
594;Münsingen, Dorfmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li><li>163 Münsingen, Bahnhof</li></ul>";8506906;1191375.94;2609164.051
595;Münsingen, Dorfplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>161 Münsingen, Bahnhof</li><li>162 Münsingen, Bahnhof</li><li>168 Münsingen, Bahnhof</li></ul>";8510745;1191521.245;2609500.286
596;Münsingen, Dorfplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li><li>161 Münsingen, Bahnhof</li><li>162 Münsingen, Bahnhof</li><li>168 Worb Dorf</li></ul>";8510745;1191489.915;2609464.204
597;Münsingen, Erlenau;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578973;1190873.245;2608909.942
598;Münsingen, Erlenau;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578973;1190877.364;2608899.54
599;Münsingen, Erlenau;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578973;1190993.265;2609052.524
600;Münsingen, Erlenauweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8581760;1190673.414;2609212.185
601;Münsingen, Erlenauweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8581760;1190681.276;2609211.481
602;Münsingen, Finkenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>161 Münsingen, Bahnhof</li></ul>";8578944;1191379.583;2610193.339
603;Münsingen, Finkenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8578944;1191367.797;2610173.104
604;Münsingen, Höheacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>161 Münsingen, Bahnhof</li></ul>";8578935;1191146.466;2610104.89
605;Münsingen, Höheacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8578935;1191158.878;2610109.897
606;Münsingen, Industrie/USM;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>167 Oberdiessbach Bahnhof</li></ul>";8574521;1190584.668;2609586.433
607;Münsingen, Industrie/USM;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li><li>167 Münsingen, Bahnhof</li></ul>";8574521;1190596.417;2609596.795
608;Münsingen, Juraweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li><li>168 Worb Dorf</li></ul>";8579070;1192255.303;2609786.07
609;Münsingen, Kapellenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li></ul>";8579087;1191951.017;2609738.387
610;Münsingen, Krankenhausweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8578930;1191488.035;2609777.375
611;Münsingen, Krankenhausweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>161 Münsingen, Bahnhof</li></ul>";8578930;1191499.618;2609782.029
612;Münsingen, Lindenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8581897;1190670.696;2609042.902
613;Münsingen, Lindenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8581897;1190676.739;2609042.256
614;Münsingen, Lorraine;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8510743;1192383.542;2609048.253
615;Münsingen, Lorraine;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8510743;1192085.632;2609064.464
616;Münsingen, Neuhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>167 Oberdiessbach Bahnhof</li></ul>";8571622;1190038.549;2609740.421
617;Münsingen, Neuhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li><li>167 Münsingen, Bahnhof</li></ul>";8571622;1190039.407;2609754.281
618;Münsingen, PZM;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578954;1192077.626;2608789.211
619;Münsingen, PZM;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578954;1192069.347;2608792.085
620;Münsingen, PZM Rondell;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8510744;1191823.727;2609012.461
621;Münsingen, PZM Rondell;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8510744;1191841.449;2609022.191
622;Münsingen, PZM West;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8582062;1192012.794;2608636.632
623;Münsingen, PZM West;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8582062;1192015.714;2608639.734
624;Münsingen, Rosenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li><li>168 Münsingen, Bahnhof</li></ul>";8578952;1191720.959;2609728.817
625;Münsingen, Sägematt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8579011;1191444.894;2608620.184
626;Münsingen, Sägematt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8579011;1191444.206;2608600.645
627;Münsingen, Schlossmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8579014;1191421.123;2608952.983
628;Münsingen, Schlossmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8579014;1191404.44;2608920.064
629;Münsingen, Schöneggweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>161 Münsingen, Bahnhof</li></ul>";8578945;1191567.652;2609863.511
630;Münsingen, Schützenhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li></ul>";8579074;1192291.268;2609885.643
631;Münsingen, Schwand;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8588258;1192721.199;2608964.339
632;Münsingen, Schwand;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8588258;1192779.738;2608963.347
633;Münsingen, Sonnhalde;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li><li>168 Münsingen, Bahnhof</li></ul>";8579084;1192080.517;2609829.077
634;Münsingen, Spital;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>161 Münsingen, Bahnhof</li></ul>";8578932;1191195.983;2609918.888
635;Münsingen, Spital;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8578932;1191189.25;2609915.39
636;Münsingen, Trimsteinstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>168 Worb Dorf</li></ul>";8502907;1192513.341;2609799.148
637;Münsingen, Trimsteinstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>162 Münsingen, Bahnhof</li><li>168 Münsingen, Bahnhof</li></ul>";8502907;1192468.589;2609812.873
638;Münsingen, Walke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578955;1191879.658;2608235.964
639;Münsingen, Walke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578955;1191881.05;2608244.725
640;Münsingen, Zelgweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578980;1190982.588;2609049.488
641;Münsingen, Zwischengiesse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578967;1191077.013;2608465.338
642;Münsingen, Zwischengiesse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578967;1191113.606;2608452.137
643;Munzinger;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li><li>6 Worb Dorf</li></ul>";8590013;1198801.256;2598707.336
644;Munzinger;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li><li>6 Fischermätteli</li></ul>";8590013;1198780.88;2598749.135
645;Muri;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li></ul>";8507062;1197825.41;2603595.627
646;Muri;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8507062;1197814.26;2603606.265
647;Muri;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li><li>6 Fischermätteli</li></ul>";8507062;1197850.088;2603566.58
648;Murzelen Sandbühl;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8571349;1203897.185;2590362.104
649;Murzelen Sandbühl;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8571349;1203797.182;2590385.103
650;Murzelen, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8571348;1203395.802;2590808.002
651;Murzelen, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8571348;1203382.445;2590821.518
652;Neufeld P+R;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li></ul>";8590075;1201337.043;2599462.129
653;Neufeld P+R;Haltestelle;;"<ul style=""padding-left: 15px;""><li>103 Bern Bahnhof</li><li>103 Neufeld P+R</li><li>11 Bern Bahnhof</li><li>11 Neufeld P+R</li></ul>";8590075;1201331.319;2599507.78
654;Neufeld P+R;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li><li>104 Wahlendorf</li><li>106 Zollikofen</li></ul>";8590075;1201352.041;2599476.127
655;Neuhausplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8590056;1197536.231;2598291.829
656;Neuhausplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li><li>29 Niederwangen Bahnhof</li></ul>";8590056;1197587.383;2598304.828
657;Neuhausplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Wabern Lindenweg</li></ul>";8590056;1197505.159;2598323.937
658;Neumattweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8590119;1198130.307;2598223.302
659;Neumattweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8590119;1198089.535;2598219.959
660;Niederbottigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li></ul>";8571438;1198480.16;2594908.898
661;Niederbottigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li></ul>";8571438;1198540.513;2594863.247
662;Niederbottigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>32 Riedbach Bahnhof</li></ul>";8571438;1198516.985;2594942.813
663;Niederbottigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>32 Bachmätteli</li></ul>";8571438;1198503.724;2594939.474
664;Niederwangen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8589227;1197186.536;2595304.462
665;Niederwangen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Niederwangen Bahnhof</li><li>27 Weyermannshaus Bad</li><li>29 Niederwangen Bahnhof</li><li>29 Wabern Lindenweg</li></ul>";8589227;1197207.797;2595331.769
666;Niederwangen Erle;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li><li>31 Niederwangen Erle</li></ul>";8590105;1196630.661;2594717.311
667;Niederwangen Moos;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li></ul>";8590403;1197041.935;2595316.272
668;Niederwangen Moos;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8590403;1196953.063;2595233.032
669;Niederwangen Papillon;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Wabern Lindenweg</li></ul>";8507524;1197429.135;2596007.427
670;Niederwangen Papillon;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Niederwangen Bahnhof</li></ul>";8507524;1197436.884;2596010.436
671;Niederwangen Schule Ried;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Wabern Lindenweg</li></ul>";8507528;1197172.991;2595947.171
672;Niederwangen Schule Ried;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Niederwangen Bahnhof</li></ul>";8507528;1197164.942;2595951.985
673;Niederwangen Tubetränki;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Wabern Lindenweg</li></ul>";8507526;1197267.55;2596234.007
674;Niederwangen Tubetränki;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Niederwangen Bahnhof</li></ul>";8507526;1197258.222;2596238.709
675;Nydegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li></ul>";8590033;1199720.686;2601348.393
676;Nydegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8590033;1199734.092;2601350.233
677;Oberbottigen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>32 Bachmätteli</li></ul>";8507982;1198267.887;2593225.52
678;Oberbottigen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>32 Riedbach Bahnhof</li></ul>";8507982;1198279.269;2593216.371
679;Oberbottigen Flühli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>32 Riedbach Bahnhof</li></ul>";8571440;1198491.571;2592510.351
680;Oberbottigen Flühli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>32 Bachmätteli</li></ul>";8571440;1198442.81;2592566.914
681;Oberdettigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li></ul>";8571362;1203136.097;2597099.142
682;Oberdettigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li></ul>";8571362;1203099.097;2597148.143
683;Oberdiessbach Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Münsingen, Bahnhof</li></ul>";8576609;1187595.225;2613684.798
684;Oberdiessbach Kastanienpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Oberdiessbach Bahnhof</li></ul>";8576610;1187380.414;2613920.183
685;Oberdiessbach Kastanienpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Münsingen, Bahnhof</li></ul>";8576610;1187398.041;2613911.005
686;Oberdorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Wankdorf Bahnhof</li></ul>";8590070;1200339.131;2603572.42
687;Oberdorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Weissenbühl Bahnhof</li></ul>";8590070;1200341.76;2603563.506
688;Oberei bei Mühleberg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571460;1201064.489;2588805.632
689;Oberei bei Mühleberg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571460;1201052.679;2588806.135
690;Oberfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8590051;1200800.493;2604744.047
691;Oberfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8590051;1200772.054;2604742.399
692;Obergericht;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li><li>103 Neufeld P+R</li><li>104 Wahlendorf</li><li>106 Zollikofen</li><li>107 Uettligen Dorf</li></ul>";8579748;1199881.093;2599836.068
693;Obergericht;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li><li>103 Bern Bahnhof</li><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li><li>107 Bern Bahnhof</li></ul>";8579748;1199873.155;2599821.779
694;Oberlindach Käserei;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Bern Bahnhof</li><li>106 Zollikofen</li></ul>";8507710;1205818.511;2599053.242
695;Oberwohlen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>107 Uettligen Dorf</li></ul>";8580219;1202502.099;2593893.12
696;Oberwohlen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>107 Bern Bahnhof</li></ul>";8580219;1202512.099;2593887.12
698;Oberzollikofen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>41 Breitenrain</li></ul>";8508070;1205051.835;2601665.842
699;Oberzollikofen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>41 Zollikofen</li></ul>";8508070;1205048.003;2601683.036
700;Oeschenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Ittigen Talgut-Zentrum</li></ul>";8589024;1203482.101;2600103.12
701;Oeschenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li></ul>";8589024;1203483.424;2600093.86
702;Oppligen Gemeindehaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Münsingen, Bahnhof</li></ul>";8593311;1185422.87;2611868.239
703;Oppligen Gemeindehaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Oberdiessbach Bahnhof</li></ul>";8593311;1185447.616;2611944.009
704;Ortschwaben Gehracher;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li></ul>";8571373;1204854.726;2597329.928
705;Ortschwaben Gehracher;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li></ul>";8571373;1204836.581;2597346.866
706;Ortschwaben Postgasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li></ul>";8507984;1204434.045;2597285.534
707;Ortschwaben Postgasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li></ul>";8507984;1204436.613;2597276.215
708;Ostermundigen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577003;1200486.49;2603215.184
709;Ostermundigen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li><li>28 Wankdorf Bahnhof</li><li>44 Bolligen Bahnhof</li></ul>";8577003;1200576.59;2603374.56
710;Ostermundigen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Weissenbühl Bahnhof</li></ul>";8577003;1200541.145;2603232.005
711;Ostermundigen Kreuzweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Bolligen Bahnhof</li></ul>";8594260;1201557.6;2603686.517
712;Ostermundigen Kreuzweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8594260;1201596.944;2603734.278
713;Ostermundigen Rüti;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li><li>10 Ostermundigen Rüti</li></ul>";8590052;1200582.095;2605090.771
714;Ostring;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8587480;1199353.733;2602473.427
715;Ostring;Haltestelle;;"<ul style=""padding-left: 15px;""><li>7 Bümpliz</li><li>7 Ostring</li></ul>";8587480;1199337.432;2602526.896
716;Ostring;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8587480;1199357.705;2602541.227
718;Papiermühle;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li><li>41 Zollikofen</li><li>48 Bolligen Bahnhof</li></ul>";8507096;1202545.698;2602906.447
719;Papiermühle;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li><li>41 Breitenrain</li><li>43 Ittigen Bahnhof</li></ul>";8507096;1202599.938;2602892.424
720;Parkstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>9 Wabern</li></ul>";8589000;1200957.29;2601562.83
721;Parkstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>9 Wankdorf Bahnhof</li></ul>";8589000;1200954.013;2601589.009
722;Pestalozzi;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li></ul>";8590012;1198791.946;2598865.712
723;Pestalozzi;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li></ul>";8590012;1198810.096;2598869.505
724;Petruskirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li><li>31 Brunnadernstrasse</li></ul>";8589001;1198671.904;2601778.996
725;Petruskirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li></ul>";8589001;1198658.785;2601854.646
726;Pillonweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>26 Breitenrain</li></ul>";8590008;1201804.9;2600692.74
727;Pulverstutz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li><li>41 Zollikofen</li></ul>";8595514;1202499.73;2602645.062
728;Pulverstutz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li><li>41 Breitenrain</li></ul>";8595514;1202505.419;2602631.647
729;Radelfingen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8504777;1208020.589;2587372.358
730;Radelfingen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8504777;1207993.918;2587380.734
731;Radelfingen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li></ul>";8504777;1204525.185;2592212.127
732;Radelfingen Mühlethal;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8504710;1208513.769;2587694.135
733;Radelfingen Mühlethal;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8504710;1208507.225;2587702.184
734;Radelfingen Salzmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8504711;1207603.362;2587767.303
735;Radelfingen Salzmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8504711;1207594.261;2587775.891
736;Rain;Haltestelle;;"<ul style=""padding-left: 15px;""><li>43 Ittigen Bahnhof</li></ul>";8507912;1202919.018;2602975.064
737;Ramuzstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>8 Saali</li></ul>";8590077;1199486.699;2595162.336
738;Ramuzstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>8 Brünnen Westside Bahnhof</li></ul>";8590077;1199482.182;2595156.203
739;Rathaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8590032;1199672.802;2601077.31
740;Rathaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li><li>30 Bern Bahnhof</li></ul>";8590032;1199655.772;2601064.503
741;Reckholtern;Haltestelle;;"<ul style=""padding-left: 15px;""><li>46 Bolligen Bahnhof</li><li>48 Bolligen Bahnhof</li></ul>";8589017;1203304.065;2604523.108
742;Reichenbach;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Ittigen Talgut-Zentrum</li></ul>";8589044;1204598.098;2600811.111
743;Reichenbach;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li></ul>";8589044;1204569.099;2600820.111
